Antigen,Study,Clone,Cat_Number,Oligo_ID,TotalSeq_Cat,Vendor,Control,RRID,Lot,Custom_Antibody
CD44,Fidanza_2020,BJ18,NA,NA,A,BioLegend,FALSE,NA,NA,NA
CD44,Frangieh_2021,BJ18,NA,0125,NA,BioLegend,FALSE,NA,NA,NA
CD44,Holmes_2020,IM7,NA,NA,A,BioLegend,FALSE,NA,NA,NA
CD45,Hao_2021,HI30,304064,0086,A,BioLegend,FALSE,AB_2734266,NA,NA
CD45,Wu_2021_b,HI30,304064,0086,A,BioLegend,FALSE,AB_2734266,NA,NA
CD45,PomboAntunes_2021,HI30,304064,0391,A,BioLegend,FALSE,AB_2734266,NA,NA
CD45,Mimitou_2021,HI30,304064,0391,A,BioLegend,FALSE,NA,NA,NA
CD45,Qian_2020,HI30,304064,0391,A,BioLegend,FALSE,NA,NA,NA
CD45,Vanuytsel_2020,HI30,304064,0391,NA,BioLegend,FALSE,AB_2734266,NA,NA
CD45,Buus_2021,HI30,304068,0391,C,BioLegend,FALSE,AB_2800762,NA,NA
CD45,Liu_2021,HI30,304068,0391,C,BioLegend,FALSE,AB_2800762,NA,NA
CD45,Stephenson_2021,HI30,304068,0391,C,BioLegend,FALSE,NA,NA,NA
CD45,Su_2020,HI30,304068,0391,C,NA,FALSE,NA,NA,NA
CD45,LeCoz_2021,HI30,304068,0391,C,BioLegend,FALSE,NA,NA,NA
CD45,Hao_2021,2D1,368543,0048,A,BioLegend,FALSE,AB_2734418,NA,NA
CD45,Pei_2020,2D1,368543,0048,A,NA,FALSE,AB_2734418,NA,NA
CD45,Pont_2020,2D1,368543,0048,A,BioLegend,FALSE,AB_2734418,NA,NA
CD45,Witkowski_2020,2D1,368543,0048,A,BioLegend,FALSE,AB_2734418,B277182,NA
CD45,PomboAntunes_2021,2D1,368543,0048,A,BioLegend,FALSE,AB_2734418,NA,NA
CD45,Mimitou_2021,2D1,368543,0048,A,BioLegend,FALSE,NA,NA,NA
CD45,Qian_2020,2D1,368543,0048,A,BioLegend,FALSE,NA,NA,NA
CD45,Lee_2021,2D1,368545,0048,C,BioLegend,FALSE,NA,NA,NA
CD45,Hao_2021,H130,NA,NA,C,BioLegend,FALSE,NA,NA,NA
CD45,Mimitou_2019,H130,NA,NA,NA,NA,FALSE,NA,NA,NA
CD45 RA,Witkowski_2020,HI100,304157,0063,A,BioLegend,FALSE,AB_2734267,B275037,NA
CD45 RO,Witkowski_2020,UCHL1,304255,0087,A,BioLegend,FALSE,AB_2734268,B283484,NA
CD45R_B220,PomboAntunes_2021,RA3-6B2,103263,0103,A,BioLegend,FALSE,AB_2734158,NA,NA
CD45R-B220,PomboAntunes_2021,RA3-6B2,103263,0103,A,BioLegend,FALSE,AB_2734158,NA,NA
CD45R/B220,Qian_2020,RA3-6B2,103263,0103,A,BioLegend,FALSE,NA,NA,NA
CD45RA,Kaufmann_2021,HI100,304102,NA,NA,BioLegend,FALSE,NA,B198595,NA
CD45RA,Arunachalam_2020,HI100,304157,0063,A,BioLegend,FALSE,AB_2734267,NA,NA
CD45RA,Granja_2019,HI100,304157,0063,A,BioLegend,FALSE,AB_2734267,NA,NA
CD45RA,Hao_2021,HI100,304157,0063,A,BioLegend,FALSE,AB_2734267,NA,NA
CD45RA,Kotliarov_2020,HI100,304157,0063,A,BioLegend,FALSE,AB_2734267,B259700,FALSE
CD45RA,Pei_2020,HI100,304157,0063,A,NA,FALSE,AB_2734267,NA,NA
CD45RA,Pont_2020,HI100,304157,0063,A,BioLegend,FALSE,AB_2734267,NA,NA
CD45RA,Wu_2021_b,HI100,304157,0063,A,BioLegend,FALSE,AB_2734267,NA,NA
CD45RA,PomboAntunes_2021,HI100,304157,0063,A,BioLegend,FALSE,AB_2734267,NA,NA
CD45RA,Mimitou_2021,HI100,304157,0063,A,BioLegend,FALSE,NA,NA,NA
CD45RA,Qian_2020,HI100,304157,0063,A,BioLegend,FALSE,NA,NA,NA
CD45RA,Stuart_2019,HI100,304157,0063,NA,NA,FALSE,AB_2734267,NA,NA
CD45RA,Poch_2021,HI100,304157,0063,NA,Biolegend,FALSE,AB_2734267,NA,NA
CD45RA,Granja_2019,HI100,304161,NA,B,BioLegend,FALSE,NA,NA,NA
CD45RA,Buus_2021,HI100,304163,0063,C,BioLegend,FALSE,AB_2800764,NA,NA
CD45RA,Lee_2021,HI100,304163,0063,C,BioLegend,FALSE,AB_2800764,NA,NA
CD45RA,Liu_2021,HI100,304163,0063,C,BioLegend,FALSE,AB_2800764,NA,NA
CD45RA,Shangguan_2021,HI100,304163,0063,C,BioLegend,FALSE,AB_2800764,NA,NA
CD45RA,Stephenson_2021,HI100,304163,0063,C,BioLegend,FALSE,NA,NA,NA
CD45RA,Su_2020,HI100,304163,0063,C,NA,FALSE,NA,NA,NA
CD45RA,LeCoz_2021,HI100,304163,0063,C,BioLegend,FALSE,NA,NA,NA
CD45RA,Trzupek_2021,HI100,940011,AHS0009,NA,BD Biosciences,FALSE,NA,NA,NA
CD45RA,Qi_2020,HI100,940011,AHS0009,NA,BD Biosciences,FALSE,NA,NA,NA
CD45RA,Hao_2021,HI100,NA,NA,C,BioLegend,FALSE,NA,NA,NA
CD45RA,Hao_2021,HI100,NA,NA,C,BioLegend,FALSE,NA,NA,NA
CD45RA,Lawlor_2021,NA,NA,NA,NA,BioLegend,FALSE,NA,NA,NA
CD45RA,Mair_2020,HI100,NA,AHS0009,NA,BD Biosciences,FALSE,NA,NA,NA
CD45RA,Mimitou_2019,HI100,NA,NA,NA,NA,FALSE,NA,NA,NA
CD45RA,Stoeckius_2017,HI100,NA,NA,NA,BioLegend,FALSE,NA,NA,NA
CD45RA,Stoeckius_2018,HI100,NA,NA,NA,BioLegend,FALSE,NA,NA,NA
CD45RA,10x29May2019,NA,NA,NA,B,BioLegend,FALSE,NA,NA,NA
CD45RA,10x7July2020,HI100,NA,NA,C,BioLegend,FALSE,NA,NA,NA
CD45RA,10x19Nov2018,NA,NA,NA,B,BioLegend,FALSE,NA,NA,NA
CD45RA,10x24July2019,HI100,NA,NA,C,BioLegend,FALSE,NA,NA,NA
CD45RA,10x19Nov2018-2,NA,NA,NA,C,BioLegend,FALSE,NA,NA,NA
CD45RA,10x24July2019-2,HI100,NA,NA,C,BioLegend,FALSE,NA,NA,NA
CD45RA,Trzupek_2020,HI100,NA,NA,NA,BD Biosciences,FALSE,NA,NA,NA
CD45RA,Trzupek_2020,HI100,NA,NA,NA,BD Biosciences,FALSE,NA,NA,NA
CD45RA,Trzupek_2020,HI100,NA,NA,NA,BD Biosciences,FALSE,NA,NA,NA
CD45RA,RinconArevalo_2021,HI100,NA,NA,C,BioLegend,FALSE,NA,NA,NA
CD45RB,Hao_2021,MEM-55,310209,0844,A,BioLegend,FALSE,AB_2810471,NA,NA
CD45RB,PomboAntunes_2021,MEM-55,310209,0844,A,BioLegend,FALSE,AB_2810471,NA,NA
CD45RB,Mimitou_2021,MEM-55,310209,0844,A,BioLegend,FALSE,NA,NA,NA
CD45RO,Kaufmann_2021,UCHL1,304202,NA,NA,BioLegend,FALSE,NA,B177325,NA
CD45RO,Arunachalam_2020,UCHL1,304255,0087,A,BioLegend,FALSE,AB_2734268,NA,NA
CD45RO,Hao_2021,UCHL1,304255,0087,A,BioLegend,FALSE,AB_2734268,NA,NA
CD45RO,Kotliarov_2020,UCHL1,304255,0087,A,BioLegend,FALSE,AB_2734268,B269954,FALSE
CD45RO,Wu_2021_b,UCHL1,304255,0087,A,BioLegend,FALSE,AB_2734268,NA,NA
CD45RO,PomboAntunes_2021,UCHL1,304255,0087,A,BioLegend,FALSE,AB_2734268,NA,NA
CD45RO,Mimitou_2021,UCHL1,304255,0087,A,BioLegend,FALSE,NA,NA,NA
CD45RO,Qian_2020,UCHL1,304255,0087,A,BioLegend,FALSE,NA,NA,NA
CD45RO,Nathan_2021,UCHL1,304255,0087,NA,NA,FALSE,AB_2734268,NA,NA
CD45RO,Stuart_2019,UCHL1,304255,0087,NA,NA,FALSE,AB_2734268,NA,NA
CD45RO,Granja_2019,UCHL1,304257,NA,B,BioLegend,FALSE,NA,NA,NA
CD45RO,Buus_2021,UCHL1,304259,0087,C,BioLegend,FALSE,AB_2800766,NA,NA
CD45RO,Liu_2021,UCHL1,304259,0087,C,BioLegend,FALSE,AB_2800766,NA,NA
CD45RO,Shangguan_2021,UCHL1,304259,0087,C,BioLegend,FALSE,AB_2800766,NA,NA
CD45RO,Stephenson_2021,UCHL1,304259,0087,C,BioLegend,FALSE,NA,NA,NA
CD45RO,Su_2020,UCHL1,304259,0087,C,NA,FALSE,NA,NA,NA
CD45RO,LeCoz_2021,UCHL1,304259,0087,C,BioLegend,FALSE,NA,NA,NA
CD45RO,Trzupek_2021,UCHL1,940022,NA,NA,BD Biosciences,FALSE,NA,NA,NA
CD45RO,Hao_2021,UCHL1,NA,NA,C,BioLegend,FALSE,NA,NA,NA
CD45RO,Hao_2021,UCHL1,NA,NA,C,BioLegend,FALSE,NA,NA,NA
CD45RO,Lawlor_2021,NA,NA,NA,NA,BioLegend,FALSE,NA,NA,NA
CD45RO,Mair_2020,UCHL1,NA,AHS0036,NA,BD Biosciences,FALSE,NA,NA,NA
CD45RO,Mimitou_2019,UCHL1,NA,NA,NA,NA,FALSE,NA,NA,NA
CD45RO,10x29May2019,NA,NA,NA,B,BioLegend,FALSE,NA,NA,NA
CD45RO,10x7July2020,UCHL1,NA,NA,C,BioLegend,FALSE,NA,NA,NA
CD45RO,10x19Nov2018,NA,NA,NA,B,BioLegend,FALSE,NA,NA,NA
CD45RO,10x24July2019,UCHL1,NA,NA,C,BioLegend,FALSE,NA,NA,NA
CD45RO,10x19Nov2018-2,NA,NA,NA,C,BioLegend,FALSE,NA,NA,NA
CD45RO,10x24July2019-2,UCHL1,NA,NA,C,BioLegend,FALSE,NA,NA,NA
CD45RO,Trzupek_2020,UCHL1,NA,NA,NA,BD Biosciences,FALSE,NA,NA,NA
CD45RO,Trzupek_2020,UCHL1,NA,NA,NA,BD Biosciences,FALSE,NA,NA,NA
CD45RO,Trzupek_2020,UCHL1,NA,NA,NA,BD Biosciences,FALSE,NA,NA,NA
CD45RO,RinconArevalo_2021,UCHL1,NA,NA,C,BioLegend,FALSE,NA,NA,NA
CD46,Hao_2021,TRA-2-10,352415,0858,A,BioLegend,FALSE,AB_2810557,NA,NA
CD46,PomboAntunes_2021,TRA-2-10,352415,0858,A,BioLegend,FALSE,AB_2810557,NA,NA
CD46,Mimitou_2021,TRA-2-10,352415,0858,A,BioLegend,FALSE,NA,NA,NA
CD46 (human),Mimitou_2019,TRA-2-10,NA,NA,NA,NA,FALSE,NA,NA,NA
CD47,Hao_2021,CC2C6,323129,0026,A,BioLegend,FALSE,NA,NA,NA
CD47,Wu_2021_b,CC2C6,323129,0026,A,BioLegend,FALSE,NA,NA,NA
CD47,Mimitou_2021,CC2C6,323129,0026,A,BioLegend,FALSE,NA,NA,NA
CD47,Qian_2020,CC2C6,323129,0026,A,BioLegend,FALSE,NA,NA,NA
CD47,Liu_2021,CC2C6,323131,0026,C,BioLegend,FALSE,AB_2810482,NA,NA
CD47,Stephenson_2021,CC2C6,323131,0026,C,BioLegend,FALSE,NA,NA,NA
CD47,Su_2020,CC2C6,323131,0026,C,NA,FALSE,NA,NA,NA
CD47,LeCoz_2021,CC2C6,323131,0026,C,BioLegend,FALSE,NA,NA,NA
CD47,Frangieh_2021,CC2C6,NA,0026,NA,BioLegend,FALSE,NA,NA,NA
CD48,Hao_2021,BJ40,336709,0029,A,BioLegend,FALSE,AB_2734342,NA,NA
CD48,Witkowski_2020,BJ40,336709,0029,A,BioLegend,FALSE,AB_2734342,B260028,NA
CD48,Wu_2021_b,BJ40,336709,0029,A,BioLegend,FALSE,AB_2734342,NA,NA
CD48,PomboAntunes_2021,BJ40,336709,0029,A,BioLegend,FALSE,AB_2734342,NA,NA
CD48,Mimitou_2021,BJ40,336709,0029,A,BioLegend,FALSE,NA,NA,NA
CD48,Qian_2020,BJ40,336709,0029,A,BioLegend,FALSE,NA,NA,NA
CD48,LeCoz_2021,BJ40,336711,0029,C,BioLegend,FALSE,NA,NA,NA
"CD48 (SLAMF2, BLAST-1)",Nathan_2021,BJ40,336709,0029,NA,NA,FALSE,AB_2734342,NA,NA
CD49a,Hao_2021,TS2/7,328315,0575,A,BioLegend,FALSE,AB_2783195,NA,NA
CD49a,Wu_2021_b,TS2/7,328315,0575,A,BioLegend,FALSE,AB_2783195,NA,NA
CD49a,PomboAntunes_2021,TS2/7,328315,0575,A,BioLegend,FALSE,AB_2783195,NA,NA
CD49a,Mimitou_2021,TS2/7,328315,0575,A,BioLegend,FALSE,NA,NA,NA
CD49a,Qian_2020,TS2/7,328315,0575,A,BioLegend,FALSE,NA,NA,NA
CD49a,LeCoz_2021,TS2/7,328319,0575,C,BioLegend,FALSE,NA,NA,NA
CD49a,Trzupek_2021,SR84,940094,NA,NA,BD Biosciences,FALSE,NA,NA,NA
CD49a,Trzupek_2020,SR84,NA,NA,NA,BD Biosciences,FALSE,NA,NA,NA
CD49a,Trzupek_2020,SR84,NA,NA,NA,BD Biosciences,FALSE,NA,NA,NA
CD49b,Hao_2021,P1E6-C5,359311,0371,A,BioLegend,FALSE,AB_2750363,NA,NA
CD49b,Wu_2021_b,P1E6-C5,359311,0371,A,BioLegend,FALSE,AB_2750363,NA,NA
CD49b,PomboAntunes_2021,P1E6-C5,359311,0371,A,BioLegend,FALSE,AB_2750363,NA,NA
CD49b,Mimitou_2021,P1E6-C5,359311,0371,A,BioLegend,FALSE,NA,NA,NA
CD49b,Qian_2020,P1E6-C5,359311,0371,A,BioLegend,FALSE,NA,NA,NA
CD49b,Poch_2021,P1E6-C5,359311,0371,NA,Biolegend,FALSE,AB_2750363,NA,NA
CD49b,Liu_2021,P1E6-C5,359317,0371,C,BioLegend,FALSE,AB_2832710,NA,NA
CD49b,Stephenson_2021,P1E6-C5,359317,0371,C,BioLegend,FALSE,NA,NA,NA
CD49b,Su_2020,P1E6-C5,359317,0371,C,NA,FALSE,NA,NA,NA
CD49b,LeCoz_2021,P1E6-C5,359317,0371,C,BioLegend,FALSE,NA,NA,NA
CD49b (ITGA2),Trzupek_2020,12F1,NA,NA,NA,BD Biosciences,FALSE,NA,NA,NA
CD49b (ITGA2),Trzupek_2020,12F1,NA,NA,NA,BD Biosciences,FALSE,NA,NA,NA
CD49d,Hao_2021,9F10,304337,0576,A,BioLegend,FALSE,NA,NA,NA
CD49d,Wu_2021_b,9F10,304337,0576,A,BioLegend,FALSE,NA,NA,NA
CD49d,Liu_2021,9F10,304345,0576,C,BioLegend,FALSE,AB_2814137,NA,NA
CD49d,PomboAntunes_2021,9F10,304345,0576,A,BioLegend,FALSE,AB_2814137,NA,NA
CD49d,Mimitou_2021,9F10,304345,0576,A,BioLegend,FALSE,NA,NA,NA
CD49d,Stephenson_2021,9F10,304345,0576,C,BioLegend,FALSE,NA,NA,NA
CD49d,Su_2020,9F10,304345,0576,C,NA,FALSE,NA,NA,NA
CD49d,Qian_2020,9F10,304345,0576,A,BioLegend,FALSE,NA,NA,NA
CD49d,LeCoz_2021,9F10,304345,0576,C,BioLegend,FALSE,NA,NA,NA
CD49d,Trzupek_2021,9F10,940059,NA,NA,BD Biosciences,FALSE,NA,NA,NA
CD49d,Cadot_2020,NA,96538,NA,A,BioLegend,FALSE,NA,NA,NA
CD49d,Trzupek_2020,9F10,NA,NA,NA,BD Biosciences,FALSE,NA,NA,NA
CD49d (α4 integrin),Kaufmann_2021,9F10,304301,NA,NA,BioLegend,FALSE,NA,B185063,NA
CD49f,Wu_2021_b,GoH3,313633,0070,A,BioLegend,FALSE,AB_2734291,NA,NA
CD49f,PomboAntunes_2021,GoH3,313633,0070,A,BioLegend,FALSE,AB_2734291,NA,NA
CD49f,PomboAntunes_2021,GoH3,313633,0070,A,BioLegend,FALSE,AB_2734291,NA,NA
CD49f,Qian_2020,GoH3,313633,0070,A,BioLegend,FALSE,NA,NA,NA
CD49f,Vanuytsel_2020,GoH3,313633,0070,NA,BioLegend,FALSE,AB_2734291,NA,NA
CD49f,Liu_2021,GoH3,313635,0070,C,BioLegend,FALSE,AB_2800825,NA,NA
CD49f,Stephenson_2021,GoH3,313635,0070,C,BioLegend,FALSE,NA,NA,NA
CD49f,Su_2020,GoH3,313635,0070,C,NA,FALSE,NA,NA,NA
CD49f,LeCoz_2021,GoH3,313635,0070,C,BioLegend,FALSE,NA,NA,NA
CD49f,Frangieh_2021,goH3,NA,0070,NA,BioLegend,FALSE,NA,NA,NA
CD5,Cadot_2020,UCHT2,300635,0138,A,BioLegend,FALSE,AB_2750346,NA,NA
CD5,Witkowski_2020,UCHT2,300635,0138,A,BioLegend,FALSE,AB_2750346,B269358,NA
CD5,Wu_2021_b,UCHT2,300635,0138,A,BioLegend,FALSE,AB_2750346,NA,NA
CD5,PomboAntunes_2021,UCHT2,300635,0138,A,BioLegend,FALSE,AB_2750346,NA,NA
CD5,Qian_2020,UCHT2,300635,0138,A,BioLegend,FALSE,NA,NA,NA
CD5,Nathan_2021,UCHT2,300635,0138,NA,NA,FALSE,AB_2750346,NA,NA
CD5,Buus_2021,UCHT2,300637,0138,C,BioLegend,FALSE,AB_2800726,NA,NA
CD5,Liu_2021,UCHT2,300637,0138,C,BioLegend,FALSE,AB_2800726,NA,NA
CD5,Stephenson_2021,UCHT2,300637,0138,C,BioLegend,FALSE,NA,NA,NA
CD5,Su_2020,UCHT2,300637,0138,C,NA,FALSE,NA,NA,NA
CD5,LeCoz_2021,UCHT2,300637,0138,C,BioLegend,FALSE,NA,NA,NA
CD5,Trzupek_2021,UCHT2,940038,NA,NA,BD Biosciences,FALSE,NA,NA,NA
CD5,Kotliarov_2020,UCHT2,custom made (similar to 95017),0138,A,BioLegend,FALSE,NA,B267261,TRUE
CD5,Hao_2021,UCHT2,NA,NA,C,BioLegend,FALSE,NA,NA,NA
CD5,Mimitou_2019,UCHT2,NA,NA,NA,NA,FALSE,NA,NA,NA
CD5,Trzupek_2020,UCHT2,NA,NA,NA,BD Biosciences,FALSE,NA,NA,NA
CD5,Trzupek_2020,UCHT2,NA,NA,NA,BD Biosciences,FALSE,NA,NA,NA
CD5,Trzupek_2020,UCHT2,NA,NA,NA,BD Biosciences,FALSE,NA,NA,NA
CD52,Hao_2021,HI186,316017,0033,A,BioLegend,FALSE,AB_2734292,NA,NA
CD52,Wu_2021_b,HI186,316017,0033,A,BioLegend,FALSE,AB_2734292,NA,NA
CD52,PomboAntunes_2021,HI186,316017,0033,A,BioLegend,FALSE,AB_2734292,NA,NA
CD52,Mimitou_2021,HI186,316017,0033,A,BioLegend,FALSE,NA,NA,NA
CD52,Qian_2020,HI186,316017,0033,A,BioLegend,FALSE,NA,NA,NA
CD52,Liu_2021,HI186,316021,0033,C,BioLegend,FALSE,AB_2800836,NA,NA
CD52,Stephenson_2021,HI186,316021,0033,C,BioLegend,FALSE,NA,NA,NA
CD52,Su_2020,HI186,316021,0033,C,NA,FALSE,NA,NA,NA
CD52,LeCoz_2021,HI186,316021,0033,C,BioLegend,FALSE,NA,NA,NA
CD54,Hao_2021,HA58,353123,0217,A,BioLegend,FALSE,AB_2750384,NA,NA
CD54,PomboAntunes_2021,HA58,353123,0217,A,BioLegend,FALSE,AB_2750384,NA,NA
CD54,Mimitou_2021,HA58,353123,0217,A,BioLegend,FALSE,NA,NA,NA
CD54,Qian_2020,HA58,353123,0217,A,BioLegend,FALSE,NA,NA,NA
CD54,Liu_2021,HA58,353127,0217,C,BioLegend,FALSE,AB_2810562,NA,NA
CD54,Stephenson_2021,HA58,353127,0217,C,BioLegend,FALSE,NA,NA,NA
CD54,Su_2020,HA58,353127,0217,C,NA,FALSE,NA,NA,NA
CD54,LeCoz_2021,HA58,353127,0217,C,BioLegend,FALSE,NA,NA,NA
CD55,Hao_2021,JS11,311317,0383,A,BioLegend,FALSE,AB_2750378,NA,NA
CD55,Wu_2021_b,JS11,311317,0383,A,BioLegend,FALSE,AB_2750378,NA,NA
CD55,PomboAntunes_2021,JS11,311317,0383,A,BioLegend,FALSE,AB_2750378,NA,NA
CD55,Mimitou_2021,JS11,311317,0383,A,BioLegend,FALSE,NA,NA,NA
CD56,Kaufmann_2021,HCD56,318302,NA,NA,BioLegend,FALSE,NA,B254021,NA
CD56,Arunachalam_2020,5.1H11,362557,0047,A,BioLegend,FALSE,AB_2749970,NA,NA
CD56,Pei_2020,5.1H11,362557,0047,A,NA,FALSE,AB_2749970,NA,NA
CD56,Witkowski_2020,5.1H11,362557,0047,A,BioLegend,FALSE,AB_2749970,B270522,NA
CD56,PomboAntunes_2021,5.1H11,362557,0047,A,BioLegend,FALSE,AB_2749970,NA,NA
CD56,Stuart_2019,5.1H11,362557,0047,NA,NA,FALSE,AB_2749970,NA,NA
CD56,Poch_2021,5.1H11,362557,0047,NA,Biolegend,FALSE,AB_2749970,NA,NA
CD56,Buus_2021,5.1H11,362559,0047,C,BioLegend,FALSE,AB_2801002,NA,NA
CD56,Shangguan_2021,5.1h11,362559,0047,C,BioLegend,FALSE,AB_2801002,NA,NA
CD56,LeCoz_2021,5.1H11,362559,0047,C,BioLegend,FALSE,NA,NA,NA
CD56,Cadot_2020,QA17A16,392421,0084,A,BioLegend,FALSE,AB_2734445,NA,NA
CD56,Kotliarov_2020,QA17A16,392421,0084,A,BioLegend,FALSE,AB_2734445,B259121,FALSE
CD56,Wu_2021_b,QA17A16,392421,0084,A,BioLegend,FALSE,AB_2734445,NA,NA
CD56,PomboAntunes_2021,QA17A16,392421,0084,A,BioLegend,FALSE,AB_2734445,NA,NA
CD56,Qi_2020,NCAM16.2,940007,AHS0019,NA,BD Biosciences,FALSE,NA,NA,NA
CD56,Fernandez_2020,REA196,custom made,NA,NA,Miltenyi,FALSE,NA,NA,NA
CD56,Hao_2021,5.1H11,NA,NA,C,BioLegend,FALSE,NA,NA,NA
CD56,Lawlor_2021,NA,NA,NA,NA,BioLegend,FALSE,NA,NA,NA
CD56,Mair_2020,NCAM16.2,NA,AHS0019,NA,BD Biosciences,FALSE,NA,NA,NA
CD56,Mimitou_2019,5.1H11,NA,NA,NA,NA,FALSE,NA,NA,NA
CD56,Stoeckius_2017,MEM-188,NA,NA,NA,BioLegend,FALSE,NA,NA,NA
CD56,10x29May2019,NA,NA,NA,B,BioLegend,FALSE,NA,NA,NA
CD56,10x7July2020,QA17A16,NA,NA,C,BioLegend,FALSE,NA,NA,NA
CD56,10x19Nov2018,NA,NA,NA,B,BioLegend,FALSE,NA,NA,NA
CD56,10x24July2019,QA17A16,NA,NA,C,BioLegend,FALSE,NA,NA,NA
CD56,10x19Nov2018-2,NA,NA,NA,C,BioLegend,FALSE,NA,NA,NA
CD56,10x24July2019-2,QA17A16,NA,NA,C,BioLegend,FALSE,NA,NA,NA
CD56,Wang_2020_PBMC,NA,NA,NA,A,BioLegend,FALSE,NA,NA,NA
CD56 (NCAM-1),Trzupek_2021,NCAM16.2,940007,AHS0019,NA,BD Biosciences,FALSE,NA,NA,NA
CD56 (NCAM-1),Trzupek_2020,NCAM16.2,NA,NA,NA,BD Biosciences,FALSE,NA,NA,NA
CD56 (NCAM-1),Trzupek_2020,NCAM16.2,NA,NA,NA,BD Biosciences,FALSE,NA,NA,NA
CD56 (NCAM),Hao_2021,5.1H11,362557,0047,A,BioLegend,FALSE,AB_2749970,NA,NA
CD56 (NCAM),Mimitou_2021,5.1H11,362557,0047,A,BioLegend,FALSE,NA,NA,NA
CD56 (NCAM),Lee_2021,5.1H11,362559,0047,C,BioLegend,FALSE,AB_2801002,NA,NA
CD56 (NCAM),Liu_2021,5.1H11,362559,0047,C,BioLegend,FALSE,AB_2801002,NA,NA
CD56 (NCAM),Su_2020,5.1H11,362559,0047,C,NA,FALSE,NA,NA,NA
CD56 (NCAM),Hao_2021,QA17A16,392421,0084,A,BioLegend,FALSE,AB_2734445,NA,NA
CD56 (NCAM),Stephenson_2021,5.1H11,NA,NA,NA,BioLegend,FALSE,NA,NA,NA
CD56 (NCAM) Recombinant,Mimitou_2021,QA17A16,392421,0084,A,BioLegend,FALSE,NA,NA,NA
CD56 (NCAM) Recombinant,Qian_2020,QA17A16,392421,0084,A,BioLegend,FALSE,NA,NA,NA
CD56 (NCAM) Recombinant,Granja_2019,QA17A16,392423,NA,B,BioLegend,FALSE,NA,NA,NA
CD57,Kaufmann_2021,HCD57,322302,NA,NA,BioLegend,FALSE,NA,B206682,NA
CD57,Arunachalam_2020,QA17A04,393319,0168,A,BioLegend,FALSE,AB_2810588,NA,NA
CD57,Hao_2021,QA17A04,393319,0168,A,BioLegend,FALSE,AB_2810588,NA,NA
CD57,Wu_2021_b,QA17A04,393319,0168,A,BioLegend,FALSE,AB_2810588,NA,NA
CD57,PomboAntunes_2021,QA17A04,393319,0168,A,BioLegend,FALSE,AB_2810588,NA,NA
CD57,Shangguan_2021,QA17A04,393321,0168,C,BioLegend,FALSE,AB_2801030,NA,NA
CD57,Stuart_2019,QA17A04,custom made,NA,NA,NA,FALSE,NA,NA,NA
CD57,Kotliarov_2020,QA17A04,custom made (similar to 95047),0168,A,BioLegend,FALSE,NA,B268759,TRUE
CD57,Lawlor_2021,NA,NA,NA,NA,BioLegend,FALSE,NA,NA,NA
CD57,Stoeckius_2017,H-NK1,NA,NA,NA,BioLegend,FALSE,NA,NA,NA
CD57 Recombinant,Mimitou_2021,QA17A04,393319,0168,A,BioLegend,FALSE,NA,NA,NA
CD57 Recombinant,Qian_2020,QA17A04,393319,0168,A,BioLegend,FALSE,NA,NA,NA
CD57 Recombinant,Liu_2021,QA17A04,393321,0168,C,BioLegend,FALSE,AB_2801030,NA,NA
CD57 Recombinant,Stephenson_2021,QA17A04,393321,0168,C,BioLegend,FALSE,NA,NA,NA
CD57 Recombinant,Su_2020,QA17A04,393321,0168,C,NA,FALSE,NA,NA,NA
CD57 Recombinant,LeCoz_2021,QA17A04,393321,0168,C,BioLegend,FALSE,NA,NA,NA
CD58,PomboAntunes_2021,TS2/9,330919,0174,A,BioLegend,FALSE,AB_2750003,NA,NA
CD58,Frangieh_2021,TS2/9,NA,0174,NA,BioLegend,FALSE,NA,NA,NA
CD58 (LFA-3),Qian_2020,TS2/9,330919,0174,A,BioLegend,FALSE,NA,NA,NA
CD58 (LFA-3),Liu_2021,TS2/9,330921,0174,C,BioLegend,FALSE,AB_2810506,NA,NA
CD58 (LFA-3),Stephenson_2021,TS2/9,330921,0174,C,BioLegend,FALSE,NA,NA,NA
CD58 (LFA-3),Su_2020,TS2/9,330921,0174,C,NA,FALSE,NA,NA,NA
CD58 (LFA-3),LeCoz_2021,TS2/9,330921,0174,C,BioLegend,FALSE,NA,NA,NA
CD59,Hao_2021,p282 (H19),304709,0361,A,BioLegend,FALSE,AB_2750371,NA,NA
CD59,PomboAntunes_2021,p282 (H19),304709,0361,A,BioLegend,FALSE,AB_2750371,NA,NA
CD59,Mimitou_2021,p282 (H19),304709,0361,A,BioLegend,FALSE,NA,NA,NA
CD59,Qian_2020,p282 (H19),304709,0361,A,BioLegend,FALSE,NA,NA,NA
CD59,Frangieh_2021,p282(H19),NA,0361,NA,BioLegend,FALSE,NA,NA,NA
CD61,Hao_2021,VI-PL2,336423,NA,A,BioLegend,FALSE,NA,NA,NA
CD61,Witkowski_2020,VI-PL2,336423,NA,A,BioLegend,FALSE,NA,B271605,NA
CD61,Mimitou_2021,VI-PL2,336423,0372,A,BioLegend,FALSE,NA,NA,NA
CD61,Qian_2020,VI-PL2,336423,0372,A,BioLegend,FALSE,NA,NA,NA
CD61,Frangieh_2021,VI-PL2,NA,0372,NA,BioLegend,FALSE,NA,NA,NA
